traffic_id,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m_traffic,weather_id,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m_weather,weather_condition,air_pressure_hpa,year,month,day,hour,day_of_week,is_weekend,is_rush_hour
11317.0,London,Hammersmith,182.0,46.1,0.0,Unknown,Snowy,6210.0,5001,Summer,30.85400317817755,32.0,10.222011760225742,24.63778863314935,6493.0,Storm,989.0951392736146,2024,8,22,1,Thursday,False,0
11317.0,London,Hammersmith,182.0,46.1,0.0,Unknown,Snowy,6210.0,7283,Summer,16.688032359265602,87.0,6.573558430251315,58.84376606335857,3709.0,Clear,1017.684702396627,2024,8,22,1,Thursday,False,0
9860.0,London,Hackney,218.0,46.1,0.0,Unknown,Damaged,5034.0,8222,Summer,11.748212713579,56.0,4.112322565716468,34.582219639394665,5081.0,Fog,1042.6110398465505,2024,8,24,21,Saturday,True,0
13804.0,London,Kensington,197.0,51.4,0.0,Low,Dry,5081.0,6033,Winter,-1.121491181446829,55.0,12.310966291041291,8.968605681931379,4282.0,Fog,1012.7020627730408,2024,12,2,13,Monday,False,0
13804.0,London,Kensington,197.0,51.4,0.0,Low,Dry,5081.0,8420,Winter,7.791634562608612,59.0,3.1151190819826664,16.243956828104352,3688.0,Snow,1028.6917040406636,2024,12,2,13,Monday,False,0
9799.0,London,Chelsea,185.0,41.4,0.0,Low,Damaged,8907.0,7561,Autumn,0.3485623862683518,52.0,10.73071982361038,29.098811129607203,2478.0,Rain,1022.397876250122,2024,9,18,22,Wednesday,False,0
9486.0,London,Hammersmith,201.0,51.6,0.0,Unknown,Damaged,9025.0,5358,Summer,19.58586204596541,66.0,0.6403841024533361,31.150604832895134,50.0,Rain,1014.9363496114736,2024,6,19,8,Wednesday,False,1
13909.0,London,Hackney,178.0,48.6,0.0,Unknown,Damaged,3828.0,5080,Spring,4.812201424696431,87.0,0.5349006445291471,21.653267346804064,1442.0,Rain,1008.7277330509828,2024,3,28,19,Thursday,False,1
10294.0,London,Camden,201.0,35.4,0.0,Unknown,Dry,191.0,6668,Winter,4.96739342385271,83.0,14.003789668346569,18.399046657649784,3491.0,Clear,1021.3126111098742,2024,1,3,19,Wednesday,False,1
13214.0,London,Greenwich,203.0,38.0,0.0,Unknown,Damaged,8588.0,6435,Summer,20.240393410917456,42.0,3.6179069968967,11.135731267296444,9860.0,Clear,996.0432970472928,2024,7,2,3,Tuesday,False,0
9839.0,London,Chelsea,210.0,49.7,0.0,Low,Wet,2380.0,5920,Winter,7.572194170293745,55.0,5.486984677465897,14.644923325194243,3739.0,Fog,1009.7053914381522,2024,1,15,21,Monday,False,0
9034.0,London,Chelsea,200.0,23.5,0.0,Low,Dry,7101.0,7692,Spring,19.361599343305848,61.0,1.0558336655104488,7.4825756038073585,4875.0,Storm,1041.613963886498,2024,3,7,11,Thursday,False,0
12694.0,London,Camden,195.0,41.8,1.0,Unknown,Wet,1442.0,7920,Summer,33.45471286295371,52.0,6.5306623134671575,22.29929624178443,2335.0,Clear,1011.355175084494,2024,8,11,8,Sunday,True,1
9764.0,London,Hackney,200.0,46.7,0.0,Unknown,Wet,4844.0,8795,Winter,-2.0373188718827766,40.0,2.7545756223929136,37.52885686037211,3775.0,Clear,1018.9189825248292,2024,2,7,18,Wednesday,False,1
13024.0,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0,5226,Summer,22.96024558245016,30.0,0.4180918743259338,24.42909000587143,8585.0,Fog,1030.989067848183,2024,6,9,2,Sunday,True,0
13024.0,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0,6550,Summer,24.57441798038186,55.0,0.4728794944435544,9.961916259932012,8805.0,Rain,1032.22671557059,2024,6,9,2,Sunday,True,0
13024.0,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0,6795,Summer,16.214416906433645,40.0,174.3253090076715,27.468170187890166,2617.0,Storm,997.6124550092868,2024,6,9,2,Sunday,True,0
13024.0,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0,7656,Summer,22.923552373905416,37.0,1.2183672701334658,33.11854449892215,1318.0,Clear,1021.0515727520456,2024,6,9,2,Sunday,True,0
9280.0,London,Hackney,210.0,51.4,0.0,Low,Dry,5704.0,7017,Spring,20.45608464111348,82.0,1.338928380379585,34.18177227427841,2039.0,Rain,1018.5422163710484,2024,3,30,12,Saturday,True,0
9249.0,London,Southwark,200.0,57.0,0.0,Unknown,Snowy,8537.0,7201,Spring,15.44246652602648,86.0,15.021559833445584,6.646794202838718,5428.0,Clear,1009.014888577572,2024,5,13,3,Monday,False,0
13726.0,London,Hackney,221.0,46.4,0.0,Low,Wet,8191.0,6269,Autumn,9.709417554623716,71.0,0.9398737217226344,24.43472054686556,2816.0,Fog,988.2333067787932,2024,9,13,15,Friday,False,0
12248.0,London,Islington,189.0,46.6,1.0,Low,Wet,5836.0,6566,Spring,10.623655535591832,44.0,0.0754653853949332,35.79321899394428,5349.0,Fog,996.300912338572,2024,3,21,17,Thursday,False,1
10807.0,London,Kensington,227.0,35.3,0.0,Unknown,Wet,4787.0,5530,Summer,19.19696181576345,42.0,14.340064128690145,25.57798817352565,6941.0,Fog,1044.982280468165,2024,8,22,1,Thursday,False,0
10807.0,London,Kensington,227.0,35.3,0.0,Unknown,Wet,4787.0,7086,Summer,31.090309612789124,44.0,9.738687889325128,6.367604141129211,4747.0,Rain,1034.8403767092714,2024,8,22,1,Thursday,False,0
11132.0,London,Camden,191.0,52.2,0.0,Unknown,Snowy,6272.0,8950,Spring,16.32887594254406,51.0,0.614583759944662,23.2463550215331,4963.0,Clear,1020.6065555034338,2024,4,12,6,Friday,False,0
11448.0,London,Greenwich,201.0,35.4,0.0,Unknown,Wet,3509.0,6842,Autumn,7.81466963215002,85.0,7.866130276247984,57.422416374758,113.0,Fog,1001.5273985197337,2024,10,2,18,Wednesday,False,1
10488.0,London,Camden,198.0,36.7,0.0,Unknown,Wet,5331.0,5021,Spring,12.37007909908783,82.0,7.770435849212248,18.83249606324964,8674.0,Storm,1017.964877834374,2024,3,26,14,Tuesday,False,0
10488.0,London,Camden,198.0,36.7,0.0,Unknown,Wet,5331.0,7697,Spring,19.30775491383335,37.0,4.3752846479966,36.43282499597056,3123.0,Rain,1004.3100246373536,2024,3,26,14,Tuesday,False,0
13184.0,London,Greenwich,220.0,65.3,0.0,Unknown,Wet,2681.0,7768,Spring,17.036811027110428,39.0,16.609499608429207,8.073714418669535,4488.0,Rain,1023.5825079200658,2024,3,4,2,Monday,False,0
13782.0,London,Islington,195.0,37.5,0.0,Low,Snowy,4698.0,6425,Autumn,8.55379585885838,50.0,19.56539149996437,21.35839521276605,6399.0,Clear,999.9161270978906,2024,10,30,7,Wednesday,False,1
13782.0,London,Islington,195.0,37.5,0.0,Low,Snowy,4698.0,6710,Autumn,15.896457498005445,75.0,1.3376823644166125,7.718109698775105,6586.0,Clear,996.5766977948074,2024,10,30,7,Wednesday,False,1
13782.0,London,Islington,195.0,37.5,0.0,Low,Snowy,4698.0,9435,Autumn,16.051851327167324,60.0,7.802681154838585,5.634180938074936,2022.0,Rain,1008.4886620599176,2024,10,30,7,Wednesday,False,1
13232.0,London,Islington,190.0,45.7,0.0,Unknown,Damaged,9938.0,5765,Spring,2.998668831318384,67.0,1.709959281331999,14.803557716636536,5313.0,Snow,1011.5645968939532,2024,4,1,7,Monday,False,1
9107.0,London,Islington,195.0,45.9,1.0,Low,Snowy,2981.0,5911,Summer,23.69343658960845,44.0,0.6621942296945581,11.314738999017992,10000.0,Snow,1038.5137393272953,2024,6,9,11,Sunday,True,0
9107.0,London,Islington,195.0,45.9,1.0,Low,Snowy,2981.0,8286,Summer,18.35863898796693,56.0,1.5061007411779093,21.191234342701797,2524.0,Storm,1010.9102939157704,2024,6,9,11,Sunday,True,0
9531.0,London,Chelsea,187.0,33.4,0.0,Unknown,Wet,3522.0,6955,Summer,22.232182740780743,43.0,1.4151020242109136,26.56615741869033,8306.0,Clear,1043.344550862847,2024,6,2,18,Sunday,True,1
11276.0,London,Kensington,203.0,57.5,1.0,Unknown,Wet,1748.0,5751,Winter,-1.4841597397792323,66.0,0.4839791251272815,6.318065518396256,5111.0,Clear,1019.5526933516724,2024,2,9,18,Friday,False,1
