"traffic_id,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m_traffic,weather_id,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m_weather,weather_condition,air_pressure_hpa,year,month,day,hour,day_of_week,is_weekend,is_rush_hour,Scenario"
"10294.0,London,Camden,201.0,35.4,0.0,Unknown,Dry,191.0,6668,Winter,4.96739342385271,83.0,14.003789668346569,18.399046657649784,3491.0,Clear,1021.3126111098742,2024,1,3,19,Wednesday,False,1,Heavy rain"
"13024.0,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0,6795,Summer,16.214416906433645,40.0,174.3253090076715,27.468170187890166,2617.0,Storm,997.6124550092868,2024,6,9,2,Sunday,True,0,Heavy rain"
"9249.0,London,Southwark,200.0,57.0,0.0,Unknown,Snowy,8537.0,7201,Spring,15.44246652602648,86.0,15.021559833445584,6.646794202838718,5428.0,Clear,1009.014888577572,2024,5,13,3,Monday,False,0,Heavy rain"
"10807.0,London,Kensington,227.0,35.3,0.0,Unknown,Wet,4787.0,5530,Summer,19.19696181576345,42.0,14.340064128690145,25.57798817352565,6941.0,Fog,1044.982280468165,2024,8,22,1,Thursday,False,0,Heavy rain"
"13184.0,London,Greenwich,220.0,65.3,0.0,Unknown,Wet,2681.0,7768,Spring,17.036811027110428,39.0,16.609499608429207,8.073714418669535,4488.0,Rain,1023.5825079200658,2024,3,4,2,Monday,False,0,Heavy rain"
"13782.0,London,Islington,195.0,37.5,0.0,Low,Snowy,4698.0,6425,Autumn,8.55379585885838,50.0,19.56539149996437,21.35839521276605,6399.0,Clear,999.9161270978906,2024,10,30,7,Wednesday,False,1,Heavy rain"
"10925.0,London,Greenwich,188.0,15.5,0.0,Low,Wet,2067.0,9509,Winter,6.272104216506065,80.0,12.403470145607296,75.51147315664606,5253.0,Clear,1009.559246743326,2024,2,25,15,Sunday,True,0,Heavy rain"
"9908.0,London,Chelsea,205.0,20.8,0.0,Unknown,Snowy,5854.0,6372,Summer,22.95317795632512,54.0,16.318253608842248,8.976363011558774,4986.0,Clear,1012.1226987818362,2024,8,6,16,Tuesday,False,1,Heavy rain"
"11578.0,London,Greenwich,200.0,37.1,1.0,Unknown,Damaged,3795.0,7849,Winter,7.898165866067878,35.0,14.85117219129638,19.59502597037256,1002.0,Clear,989.6786847864174,2024,2,21,10,Wednesday,False,0,Heavy rain"
"13778.0,London,Camden,181.0,52.0,1.0,Unknown,Damaged,6396.0,5384,Summer,24.95721075875928,72.0,155.9415477438758,37.85249747750391,8483.0,Rain,1006.991554896945,2024,6,22,18,Saturday,True,1,Heavy rain"
"12411.0,London,Hackney,217.0,36.6,0.0,Unknown,Snowy,6148.0,7417,Autumn,10.677094609421909,40.0,13.435451823948458,4.1621130011410665,8228.0,Rain,1015.3406801521654,2024,10,22,23,Tuesday,False,0,Heavy rain"
"12999.0,London,Hammersmith,213.0,56.2,0.0,Unknown,Snowy,727.0,5369,Winter,3.7565443690822646,56.0,16.49000405143815,6.4282362282081165,10000.0,Rain,984.5318217398996,2024,1,7,7,Sunday,True,1,Heavy rain"
"12999.0,London,Hammersmith,213.0,56.2,0.0,Unknown,Snowy,727.0,10066,Winter,3.7565443690822646,56.0,16.49000405143815,6.4282362282081165,10000.0,Rain,984.5318217398996,2024,1,7,7,Sunday,True,1,Heavy rain"
"10352.0,London,Kensington,203.0,41.6,0.0,Low,Wet,6846.0,6077,Summer,21.01825075457511,42.0,19.20156721249644,18.51028343414931,2984.0,Clear,1007.7561115758232,2024,7,22,7,Monday,False,1,Heavy rain"
"10136.0,London,Southwark,200.0,55.1,1.0,Unknown,Damaged,4285.0,9035,Spring,11.291588838053528,79.0,15.092654212296658,5.755141939511058,3867.0,Clear,1002.9310180340276,2024,5,17,11,Friday,False,0,Heavy rain"
"13230.0,London,Southwark,172.0,31.8,0.0,Low,Snowy,1735.0,7726,Winter,3.4179577515259902,76.0,159.0645872790924,7.667232133481038,6748.0,Clear,1020.2720500617746,2024,2,28,11,Wednesday,False,0,Heavy rain"
"13650.0,London,Hackney,213.0,34.4,1.0,Low,Snowy,8019.0,7884,Winter,4.211265083842574,81.0,13.21069557749845,22.943154896165755,6005.0,Clear,1005.7587046910044,2024,12,7,21,Saturday,True,0,Heavy rain"
"12698.0,London,Southwark,194.0,34.5,0.0,Unknown,Dry,6444.0,8997,Winter,10.74636663142838,33.0,14.91188709421069,17.85920287295806,10000.0,Fog,999.6971762955689,2024,12,16,14,Monday,False,0,Heavy rain"
"9013.0,London,Chelsea,202.0,36.7,1.0,Unknown,Damaged,5685.0,5443,Autumn,15.65513047447105,62.0,197.45224284680225,34.60456036412164,9393.0,Rain,1027.3482600761372,2024,10,4,14,Friday,False,0,Heavy rain"
"10533.0,London,Southwark,200.0,44.8,0.0,Low,Dry,1915.0,9328,Spring,4.656358399426461,87.0,22.80182409583925,6.502973453092714,7018.0,Clear,1003.3553334252024,2024,3,13,11,Wednesday,False,0,Heavy rain"
"13445.0,London,Islington,212.0,38.6,0.0,Unknown,Wet,4965.0,5227,Summer,22.72443916548445,32.0,13.442572703422588,8.142348901462652,2725.0,Snow,1021.288268611109,2024,6,8,0,Saturday,True,0,Heavy rain"
"9027.0,London,Chelsea,188.0,55.5,0.0,Unknown,Nan,5224.0,5752,Summer,20.73618372451908,91.0,16.259716561464234,33.13428682441533,9004.0,Snow,1009.0293293112044,2024,7,3,19,Wednesday,False,1,Heavy rain"
"13688.0,London,Camden,205.0,53.4,0.0,Unknown,Damaged,8734.0,6841,Summer,22.242608139724133,54.0,12.38916158155315,28.93492759594473,3340.0,Rain,1001.3594435428104,2024,7,7,22,Sunday,True,0,Heavy rain"
"13332.0,London,Islington,200.0,56.1,0.0,Unknown,Damaged,5546.0,9690,Autumn,17.380233962648973,52.0,14.806971669699385,50.130692632847136,3707.0,Snow,988.1014708094816,2024,10,3,20,Thursday,False,0,Heavy rain"
"11952.0,London,Camden,175.0,38.5,1.0,Unknown,Nan,8595.0,7864,Autumn,10.32382394219716,88.0,16.714078350211615,4.387565516324166,10000.0,Rain,1016.1166747430314,2024,10,7,15,Monday,False,0,Heavy rain"
"10437.0,London,Southwark,162.0,35.8,1.0,Unknown,Wet,9558.0,7864,Autumn,10.32382394219716,88.0,16.714078350211615,4.387565516324166,10000.0,Rain,1016.1166747430314,2024,10,7,16,Monday,False,1,Heavy rain"
"9136.0,London,Camden,187.0,35.3,0.0,Unknown,Wet,2761.0,7792,Summer,17.980257926362594,78.0,17.965862859495886,20.08434784410379,50.0,Clear,1021.2777190728168,2024,7,4,13,Thursday,False,0,Heavy rain"
"9048.0,London,Hackney,171.0,29.3,0.0,Low,Snowy,2579.0,9786,Autumn,26.22171673508517,60.0,15.256028216245488,10.18343971155459,4320.0,Fog,1012.7379892804296,2024,11,27,11,Wednesday,False,0,Heavy rain"
"11805.0,London,Camden,197.0,57.5,0.0,Low,Wet,8682.0,6169,Summer,19.24731575254208,58.0,15.329279548893943,7.407289863022322,1212.0,Clear,978.5726306580186,2024,7,31,11,Wednesday,False,0,Heavy rain"
"11805.0,London,Camden,197.0,57.5,0.0,Low,Wet,8682.0,9787,Summer,19.24731575254208,58.0,15.329279548893943,7.407289863022322,1212.0,Clear,978.5726306580186,2024,7,31,11,Wednesday,False,0,Heavy rain"
"10216.0,London,Chelsea,200.0,29.7,2.0,Unknown,Snowy,9380.0,9173,Winter,7.419383255940199,88.0,15.636817020946568,25.434684202747725,6955.0,Fog,1028.1286102075514,2024,12,13,10,Friday,False,0,Heavy rain"
"11019.0,London,Southwark,214.0,40.9,0.0,Unknown,Nan,5462.0,9965,Summer,20.22979644529488,55.0,12.836223671762944,37.5534900236993,2849.0,Fog,993.6357681835302,2024,8,6,20,Tuesday,False,0,Heavy rain"
"12065.0,London,Kensington,183.0,50.2,0.0,Unknown,Dry,523.0,10027,Summer,22.36658983594202,61.0,17.80198860141313,42.08512595403607,5744.0,Clear,997.7609723105088,2024,8,11,18,Sunday,True,1,Heavy rain"
"11005.0,London,Islington,198.0,52.2,1.0,Unknown,Dry,7419.0,9389,Summer,21.45195098037085,77.0,14.107994670004317,9.271236109116446,5280.0,Clear,1002.0265648310458,2024,6,13,17,Thursday,False,1,Heavy rain"
"10539.0,London,Chelsea,221.0,50.8,0.0,Unknown,Wet,8339.0,7202,Spring,5.361990155963831,51.0,19.512442824579136,25.926023266631777,1045.0,Snow,987.9835785511552,2024,5,14,16,Tuesday,False,1,Heavy rain"
"11493.0,London,Camden,217.0,36.7,0.0,Unknown,Dry,8815.0,7361,Spring,16.254022545531072,73.0,14.897131715439942,17.90614897878349,810.0,Clear,1024.5322593538388,2024,5,26,19,Sunday,True,1,Heavy rain"
"11506.0,London,Greenwich,174.0,45.0,0.0,Unknown,Nan,9701.0,7185,Summer,35.79830019455539,75.0,18.16804835673577,20.572466302216448,7078.0,Rain,1013.5820662568708,2024,8,16,12,Friday,False,0,Heavy rain"
"13595.0,London,Camden,197.0,45.2,0.0,Unknown,Nan,8001.0,5722,Autumn,12.264989991857558,45.0,20.337624731599032,37.98693133918864,7790.0,Rain,1012.6944415126788,2024,10,1,20,Tuesday,False,0,Heavy rain"
"9151.0,London,Hackney,200.0,57.0,0.0,Unknown,Damaged,5428.0,7944,Summer,21.073561705611457,60.0,17.875432453659045,14.641485254391526,4919.0,Storm,1050.0,2024,7,24,18,Wednesday,False,1,Heavy rain"
"9151.0,London,Hackney,200.0,57.0,0.0,Unknown,Damaged,5428.0,8982,Summer,21.073561705611457,60.0,17.875432453659045,14.641485254391526,4919.0,Storm,1050.0,2024,7,24,18,Wednesday,False,1,Heavy rain"
"10336.0,London,Hackney,210.0,48.9,0.0,Unknown,Damaged,9029.0,7894,Autumn,12.361726592409047,65.0,15.622908916929031,2.893723226008284,2064.0,Rain,1001.084915638534,2024,10,25,21,Friday,False,0,Heavy rain"
"11116.0,London,Kensington,190.0,29.7,0.0,Unknown,Dry,9489.0,7409,Summer,23.757399501761007,55.0,12.72858123991611,28.536118934513176,5111.0,Clear,1030.4205583272987,2024,7,2,8,Tuesday,False,1,Heavy rain"
"11116.0,London,Kensington,190.0,29.7,0.0,Unknown,Dry,9489.0,9176,Summer,20.984773069785035,71.0,143.06079629934817,11.518708379905682,2770.0,Rain,992.9160810432378,2024,7,2,8,Tuesday,False,1,Heavy rain"
"13610.0,London,Southwark,195.0,37.6,0.0,Unknown,Wet,9633.0,6077,Summer,21.01825075457511,42.0,19.20156721249644,18.51028343414931,2984.0,Clear,1007.7561115758232,2024,7,22,7,Monday,False,1,Heavy rain"
"11073.0,London,Hammersmith,201.0,36.2,0.0,Unknown,Damaged,5034.0,7890,Spring,10.621202216548838,49.0,159.91416151954712,7.679973747560814,6797.0,Fog,1040.2439240971532,2024,5,6,16,Monday,False,1,Heavy rain"
"10393.0,London,Kensington,230.0,46.8,0.0,Unknown,Nan,9427.0,5979,Summer,25.756935616858947,66.0,16.82586851367657,50.22264867049162,5377.0,Clear,1018.6110503228496,2024,6,4,15,Tuesday,False,0,Heavy rain"
"9140.0,London,Hammersmith,192.0,57.2,0.0,Low,Wet,1752.0,7864,Autumn,10.32382394219716,88.0,16.714078350211615,4.387565516324166,10000.0,Rain,1016.1166747430314,2024,10,7,16,Monday,False,1,Heavy rain"
"11657.0,London,Southwark,194.0,37.4,0.0,Unknown,Dry,2338.0,6756,Winter,9.678391965737305,76.0,13.943196904697466,9.15574695064891,4838.0,Clear,1030.7387177541802,2024,1,27,20,Saturday,True,0,Heavy rain"
"9206.0,London,Chelsea,195.0,44.8,0.0,Unknown,Snowy,5185.0,9040,Winter,13.28104126028648,42.0,17.392635769091754,2.9213467570600136,3603.0,Clear,987.143463992927,2024,2,4,5,Sunday,True,0,Heavy rain"
"13323.0,London,Islington,185.0,41.1,1.0,Unknown,Wet,1428.0,8300,Winter,-0.1209341216460249,41.0,14.80604686070336,21.25986503825516,8236.0,Snow,1022.3657884703188,2024,2,14,7,Wednesday,False,1,Heavy rain"
"9628.0,London,Camden,196.0,43.3,0.0,Unknown,Damaged,9740.0,6839,Autumn,19.640970709245288,88.0,14.97505395313019,16.11015589147655,1950.0,Rain,1003.3449563051796,2024,11,28,22,Thursday,False,0,Heavy rain"
"11644.0,London,Chelsea,215.0,71.9,0.0,Unknown,Wet,22761.0,7203,Summer,24.09804986012059,79.0,14.623683625842824,9.898532935035869,10000.0,Clear,998.3922197746144,2024,6,4,18,Tuesday,False,1,Heavy rain"
"13464.0,London,Hackney,198.0,32.2,0.0,Low,Wet,7925.0,5565,Spring,1.327678506574328,41.0,15.557078732415306,8.62244568903005,3962.0,Clear,997.9663072394396,2024,3,21,19,Thursday,False,1,Heavy rain"
"13238.0,London,Kensington,199.0,45.1,0.0,Unknown,Damaged,3040.0,8805,Winter,6.897026988025549,47.0,13.008052878985293,35.62880071999504,6344.0,Clear,1015.5322562639524,2024,12,29,6,Sunday,True,0,Heavy rain"
"11634.0,London,Greenwich,214.0,42.5,0.0,Unknown,Wet,6818.0,9035,Spring,11.291588838053528,79.0,15.092654212296658,5.755141939511058,3867.0,Clear,1002.9310180340276,2024,5,17,11,Friday,False,0,Heavy rain"
"12106.0,London,Southwark,192.0,55.0,0.0,Unknown,Damaged,3470.0,5435,Autumn,19.453222304612737,79.0,17.470844653404516,74.92187128460898,5887.0,Rain,989.386479486706,2024,11,26,16,Tuesday,False,1,Heavy rain"
"10833.0,London,Hammersmith,193.0,38.0,0.0,Low,Dry,8219.0,9241,Summer,26.26707779390154,91.0,19.72018131214019,42.27899050041974,5329.0,Clear,1006.6644852521694,2024,7,13,3,Saturday,True,0,Heavy rain"
"13431.0,London,Islington,190.0,28.1,1.0,Low,Wet,427.0,6053,Autumn,2.5484855057342166,60.0,197.8632470552448,2.575320960804875,3570.0,Snow,1008.4003939455176,2024,11,15,9,Friday,False,1,Heavy rain"
"13247.0,London,Hackney,186.0,66.2,0.0,Low,Dry,870.0,5423,Winter,0.8655982298006997,93.0,15.736277628839645,21.660418878237543,2974.0,Fog,1000.3161489338704,2024,2,26,17,Monday,False,1,Heavy rain"
"10434.0,London,Greenwich,205.0,41.3,0.0,Low,Snowy,9776.0,6355,Autumn,9.081171672068017,36.0,139.54942439650546,24.53097901853725,4699.0,Clear,1006.0716496429038,2024,9,6,23,Friday,False,0,Heavy rain"
"12955.0,London,Islington,197.0,51.4,0.0,Low,Wet,6929.0,7466,Summer,29.21816001734407,67.0,17.63017427186778,8.850868763682072,10000.0,Fog,1023.342290474956,2024,6,24,23,Monday,False,0,Heavy rain"
"11521.0,London,Camden,207.0,54.6,0.0,Unknown,Snowy,1334.0,8699,Autumn,14.463577410709268,72.0,157.96805526490363,19.34778422485164,6995.0,Fog,995.6117890637244,2024,9,26,14,Thursday,False,0,Heavy rain"
"11521.0,London,Camden,207.0,54.6,0.0,Unknown,Snowy,1334.0,9082,Autumn,12.836526259529537,72.0,174.33623538032816,53.50940507096919,5223.0,Rain,1013.43296495552,2024,9,26,14,Thursday,False,0,Heavy rain"
"10152.0,London,Kensington,213.0,47.9,0.0,Unknown,Dry,748.0,9864,Summer,21.810534591415845,36.0,19.69713768417008,12.488423998981178,10000.0,Fog,1011.22584650024,2024,8,15,20,Thursday,False,0,Heavy rain"
"12847.0,London,Islington,198.0,70.0,1.0,Unknown,Snowy,3106.0,5290,Winter,-30.0,82.0,33.541604322801604,18.96589815146737,50.0,Rain,1018.7353780741092,2024,12,12,5,Thursday,False,0,Heavy rain"
"11555.0,London,Chelsea,216.0,33.8,0.0,Unknown,Snowy,7047.0,7179,Spring,2.743180690542601,30.0,17.154171060658793,25.27506282726733,4076.0,Clear,1021.4490739724024,2024,4,14,8,Sunday,True,1,Heavy rain"
"9337.0,London,Islington,209.0,37.4,0.0,Unknown,Dry,5471.0,5530,Summer,19.19696181576345,42.0,14.340064128690145,25.57798817352565,6941.0,Fog,1044.982280468165,2024,8,22,2,Thursday,False,0,Heavy rain"
"10072.0,London,Islington,201.0,47.9,1.0,Unknown,Damaged,2546.0,5517,Winter,5.285065624485423,30.0,131.72663675263914,26.845264056434736,6224.0,Clear,1024.1769260226824,2024,1,29,9,Monday,False,1,Heavy rain"
"10023.0,London,Hammersmith,213.0,54.1,0.0,Unknown,Dry,9171.0,6795,Summer,16.214416906433645,40.0,174.3253090076715,27.468170187890166,2617.0,Storm,997.6124550092868,2024,6,9,3,Sunday,True,0,Heavy rain"
"13047.0,London,Chelsea,202.0,29.4,0.0,Unknown,Dry,9455.0,9273,Winter,6.404959338675163,89.0,127.51280790566948,16.867345162274383,350.0,Rain,987.364179232438,2024,12,19,19,Thursday,False,1,Heavy rain"
"13751.0,London,Hammersmith,220.0,56.0,0.0,Unknown,Dry,1146.0,9914,Summer,26.691419029879988,80.0,191.30979330410423,34.32212714915244,1958.0,Clear,1008.1203916944582,2024,7,15,17,Monday,False,1,Heavy rain"
"12541.0,London,Kensington,200.0,44.4,2.0,Unknown,Snowy,9371.0,8621,Summer,18.237823813234822,59.0,16.41247834145379,30.86444636966203,5418.0,Clear,998.9923296188128,2024,8,24,22,Saturday,True,0,Heavy rain"
"13611.0,London,Camden,200.0,48.6,1.0,Unknown,Dry,6256.0,9424,Summer,16.311571647875915,70.0,162.02153474280027,17.85382113834641,6623.0,Clear,998.3091601695604,2024,8,22,16,Thursday,False,1,Heavy rain"
"10226.0,London,Islington,206.0,44.2,0.0,Unknown,Wet,257.0,5678,,21.560201420089463,73.0,13.091920850881912,8.930532373140359,6764.0,Clear,1023.5019775563468,2024,10,18,4,Friday,False,0,Heavy rain"
"12666.0,London,Camden,227.0,23.2,1.0,Unknown,Damaged,5361.0,9926,Autumn,10.311771211100918,87.0,14.27563124054825,32.85339167759274,4970.0,Rain,993.3055025887094,2024,10,28,16,Monday,False,1,Heavy rain"
