traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
10130.0,2024-08-30 06:11:00,London,Camden,211.0,46.9,0.0,Unknown,Wet,583.0
11317.0,2024-08-22 01:20:00,London,Hammersmith,182.0,46.1,0.0,Unknown,Snowy,6210.0
9722.0,2099-01-01 00:00:00,London,Southwark,196.0,38.1,0.0,Unknown,Damaged,5034.0
10210.0,2024-01-26 09:03:00,London,Camden,208.0,48.9,0.0,Unknown,Wet,6436.0
9860.0,2024-08-24 21:05:00,London,Hackney,218.0,46.1,0.0,Unknown,Damaged,5034.0
10407.0,2024-02-23 14:00:00,London,Kensington,218.0,40.0,0.0,Unknown,Dry,8097.0
10594.0,2024-11-02 06:18:00,London,Chelsea,211.0,59.8,1.0,Unknown,Damaged,8934.0
13804.0,2024-12-02 13:00:00,London,Kensington,197.0,51.4,0.0,Low,Dry,5081.0
10058.0,2024-08-22 08:29:00,London,Kensington,198.0,68.0,0.0,Low,Damaged,8545.0
9554.0,2024-11-11 02:24:00,London,Southwark,192.0,48.0,0.0,Unknown,Snowy,9750.0
12352.0,2024-04-19 20:15:00,London,Hackney,197.0,39.4,0.0,Unknown,Dry,9273.0
12028.0,2024-06-19 17:41:00,London,Hammersmith,208.0,48.5,0.0,Unknown,Snowy,7537.0
13130.0,2024-02-10 00:10:00,London,Islington,225.0,42.1,0.0,Low,Dry,8722.0
9799.0,2024-09-18 22:00:00,London,Chelsea,185.0,41.4,0.0,Low,Damaged,8907.0
11844.0,2024-12-31 15:51:00,London,Greenwich,189.0,31.1,0.0,Unknown,Wet,8573.0
9486.0,2024-06-19 08:00:00,London,Hammersmith,201.0,51.6,0.0,Unknown,Damaged,9025.0
13909.0,2024-03-28 19:00:00,London,Hackney,178.0,48.6,0.0,Unknown,Damaged,3828.0
10294.0,2024-01-03 19:59:00,London,Camden,201.0,35.4,0.0,Unknown,Dry,191.0
12863.0,2024-07-02 06:16:00,London,Camden,200.0,56.7,1.0,Unknown,Snowy,7012.0
12635.0,2024-04-29 10:00:00,London,Greenwich,190.0,20.5,0.0,Low,Wet,2539.0
13733.0,2024-03-18 13:02:00,London,Southwark,196.0,48.5,0.0,Unknown,Snowy,4694.0
13214.0,2024-07-02 03:45:00,London,Greenwich,203.0,38.0,0.0,Unknown,Damaged,8588.0
9066.0,2024-03-08 08:00:00,London,Chelsea,194.0,19.8,1.0,Unknown,Wet,6874.0
9765.0,2024-08-31 12:49:00,London,Islington,168.0,53.0,1.0,Unknown,Nan,7460.0
9466.0,2024-05-13 09:18:00,London,Camden,189.0,57.1,0.0,Unknown,Damaged,1564.0
9839.0,2024-01-15 21:00:00,London,Chelsea,210.0,49.7,0.0,Low,Wet,2380.0
12865.0,2024-02-12 02:30:00,London,Southwark,189.0,57.4,1.0,Unknown,Snowy,7954.0
9034.0,2024-03-07 11:17:00,London,Chelsea,200.0,23.5,0.0,Low,Dry,7101.0
12694.0,2024-08-11 08:03:00,London,Camden,195.0,41.8,1.0,Unknown,Wet,1442.0
11471.0,2024-10-22 02:20:00,London,Islington,211.0,41.6,0.0,Unknown,Wet,6622.0
12575.0,2024-05-31 23:00:00,London,Camden,200.0,37.3,0.0,Unknown,Snowy,2243.0
9764.0,2024-02-07 18:55:00,London,Hackney,200.0,46.7,0.0,Unknown,Wet,4844.0
13024.0,2024-06-09 02:33:00,London,Camden,185.0,50.0,1.0,Unknown,Dry,4836.0
10731.0,2024-11-16 02:00:00,London,Hammersmith,190.0,64.7,0.0,Unknown,Damaged,514.0
9280.0,2024-03-30 12:00:00,London,Hackney,210.0,51.4,0.0,Low,Dry,5704.0
10913.0,2024-10-09 03:47:00,London,Greenwich,213.0,43.7,0.0,Low,Damaged,8067.0
12293.0,2024-11-13 18:00:00,London,Hackney,225.0,61.0,0.0,Unknown,Snowy,9661.0
11611.0,2024-07-02 06:16:00,London,Hackney,197.0,31.6,0.0,Unknown,Damaged,1045.0
13369.0,2024-08-10 02:24:00,London,Islington,203.0,45.0,0.0,Low,Wet,5552.0
9249.0,2024-05-13 03:49:00,London,Southwark,200.0,57.0,0.0,Unknown,Snowy,8537.0
9024.0,2024-02-08 17:06:00,London,Hammersmith,194.0,49.3,1.0,Unknown,Wet,6757.0
13726.0,2024-09-13 15:31:00,London,Hackney,221.0,46.4,0.0,Low,Wet,8191.0
12248.0,2024-03-21 17:56:00,London,Islington,189.0,46.6,1.0,Low,Wet,5836.0
10807.0,2024-08-22 01:53:00,London,Kensington,227.0,35.3,0.0,Unknown,Wet,4787.0
10159.0,2024-12-04 12:31:00,London,Southwark,204.0,44.6,0.0,Low,Wet,6058.0
11270.0,2024-07-01 08:00:00,London,Hammersmith,188.0,46.4,1.0,Low,Wet,5898.0
12650.0,2024-05-08 00:55:00,London,Chelsea,198.0,48.4,0.0,Unknown,Snowy,8240.0
12210.0,2024-08-30 20:38:00,London,Hackney,189.0,32.1,0.0,Unknown,Snowy,7436.0
11132.0,2024-04-12 06:00:00,London,Camden,191.0,52.2,0.0,Unknown,Snowy,6272.0
11448.0,2024-10-02 18:20:00,London,Greenwich,201.0,35.4,0.0,Unknown,Wet,3509.0
10488.0,2024-03-26 14:00:00,London,Camden,198.0,36.7,0.0,Unknown,Wet,5331.0
13184.0,2024-03-04 02:00:00,London,Greenwich,220.0,65.3,0.0,Unknown,Wet,2681.0
13782.0,2024-10-30 07:56:00,London,Islington,195.0,37.5,0.0,Low,Snowy,4698.0
13232.0,2024-04-01 07:00:00,London,Islington,190.0,45.7,0.0,Unknown,Damaged,9938.0
10035.0,2024-08-13 15:38:00,London,Islington,209.0,28.9,0.0,Low,Snowy,2140.0
11828.0,2024-07-02 06:16:00,London,Southwark,205.0,60.9,1.0,Low,Wet,6803.0
9712.0,2024-08-21 00:53:00,London,Hammersmith,183.0,57.7,0.0,Low,Damaged,7378.0
9107.0,2024-06-09 11:00:00,London,Islington,195.0,45.9,1.0,Low,Snowy,2981.0
12787.0,2024-10-19 04:03:00,London,Chelsea,220.0,38.1,0.0,Unknown,Damaged,6131.0
9531.0,2024-06-02 18:00:00,London,Chelsea,187.0,33.4,0.0,Unknown,Wet,3522.0
13295.0,2024-09-30 11:09:00,London,Chelsea,195.0,41.6,0.0,Unknown,Snowy,6778.0
11276.0,2024-02-09 18:09:00,London,Kensington,203.0,57.5,1.0,Unknown,Wet,1748.0
9682.0,2024-07-02 06:16:00,London,Southwark,200.0,34.0,0.0,Unknown,Damaged,3867.0
11339.0,2024-07-17 05:00:00,London,Chelsea,200.0,36.4,0.0,Unknown,Damaged,3351.0
11766.0,2024-08-27 19:51:00,London,Hackney,189.0,65.9,1.0,Unknown,Dry,9033.0
11022.0,2024-12-11 19:00:00,London,Greenwich,189.0,38.2,0.0,Low,Dry,8446.0
10889.0,2024-01-09 20:00:00,London,Greenwich,194.0,28.7,0.0,Low,Wet,1389.0
9469.0,2024-09-07 06:30:00,London,Islington,186.0,28.2,0.0,Unknown,Damaged,4217.0
9430.0,2024-03-11 15:58:00,London,Islington,212.0,50.9,0.0,Low,Damaged,8885.0
9562.0,2024-12-25 00:00:00,London,Chelsea,169.0,53.5,0.0,Unknown,Damaged,818.0
9897.0,2024-07-30 23:00:00,London,Chelsea,218.0,40.0,1.0,Unknown,Dry,9133.0
10527.0,2024-08-08 13:35:00,London,Islington,203.0,46.5,0.0,Unknown,Damaged,5239.0
12072.0,2024-11-14 21:55:00,London,Kensington,198.0,51.2,0.0,Unknown,Dry,4106.0
11165.0,2024-07-20 19:49:00,London,Hackney,225.0,43.2,0.0,Unknown,Snowy,3370.0
9080.0,2024-06-05 17:00:00,London,Hammersmith,200.0,51.7,0.0,Unknown,Snowy,6892.0
9735.0,2024-04-16 17:45:00,London,Camden,199.0,31.4,0.0,Unknown,Dry,2582.0
10621.0,2024-06-13 22:00:00,London,Islington,198.0,38.7,1.0,Unknown,Damaged,2096.0
10589.0,2024-03-07 23:17:00,London,Hackney,207.0,22.7,0.0,Unknown,Dry,4489.0
11438.0,2024-12-07 20:30:00,London,Camden,172.0,27.1,0.0,Low,Wet,9338.0
11759.0,2024-11-05 01:00:00,London,Hammersmith,204.0,41.2,0.0,Unknown,Damaged,7425.0
11246.0,2024-02-17 02:00:00,London,Islington,202.0,53.7,0.0,Unknown,Wet,3332.0
12283.0,2024-04-12 18:10:00,London,Greenwich,204.0,27.8,0.0,Unknown,Damaged,4175.0
9997.0,2024-03-24 21:00:00,London,Southwark,211.0,34.2,0.0,Unknown,Wet,2477.0
9200.0,2024-02-08 16:53:00,London,Southwark,202.0,46.9,0.0,Low,Snowy,6719.0
9692.0,2024-05-31 12:31:00,London,Chelsea,199.0,43.5,0.0,Unknown,Dry,5769.0
10095.0,2024-01-22 09:43:00,London,Hackney,214.0,35.3,0.0,Low,Damaged,3158.0
13614.0,2024-05-26 06:00:00,London,Greenwich,198.0,44.8,0.0,Unknown,Dry,2874.0
12725.0,2024-02-03 05:00:00,London,Greenwich,202.0,42.6,0.0,Unknown,Damaged,9299.0
10102.0,2024-10-06 16:44:00,London,Camden,205.0,41.8,0.0,Low,Snowy,9749.0
13735.0,2024-10-25 16:05:00,London,Hammersmith,206.0,59.9,0.0,Unknown,Damaged,2871.0
11134.0,2024-07-17 00:08:00,London,Islington,190.0,50.9,0.0,Unknown,Dry,2111.0
9228.0,2024-08-23 10:00:00,London,Greenwich,198.0,43.4,50.0,Unknown,Wet,2718.0
12306.0,2024-07-20 20:55:00,London,Islington,198.0,41.1,0.0,Low,Dry,9486.0
10719.0,2024-08-21 07:15:00,London,Hackney,192.0,50.0,0.0,Unknown,Dry,8815.0
12313.0,2024-08-01 17:40:00,London,Southwark,183.0,37.9,0.0,Unknown,Damaged,8299.0
10185.0,2024-12-19 15:00:00,London,Hackney,185.0,38.8,0.0,Low,Snowy,1158.0
9085.0,2024-08-08 21:43:00,London,Chelsea,200.0,57.3,1.0,Unknown,Snowy,2975.0
9334.0,2024-04-15 16:49:00,London,Islington,192.0,45.1,0.0,Unknown,Snowy,4048.0
12209.0,2024-06-12 09:30:00,London,Hackney,209.0,43.8,0.0,Unknown,Dry,9700.0
12324.0,2024-02-23 21:50:00,London,Kensington,191.0,62.4,0.0,Unknown,Dry,4995.0
11852.0,2024-01-07 14:38:00,London,Hackney,200.0,34.7,0.0,Unknown,Snowy,6239.0
11500.0,2024-04-17 17:00:00,London,Hackney,178.0,17.0,0.0,Low,Dry,1397.0
9158.0,2024-08-30 04:07:00,London,Greenwich,195.0,48.2,0.0,Unknown,Dry,22761.0
12373.0,2024-03-06 08:00:00,London,Hackney,230.0,51.2,0.0,Unknown,Snowy,5937.0
12682.0,2024-11-07 22:29:00,London,Southwark,174.0,60.1,0.0,Unknown,Damaged,4109.0
9030.0,2024-06-03 13:00:00,London,Chelsea,219.0,55.2,0.0,Unknown,Snowy,3988.0
12786.0,2024-01-01 05:27:00,London,Islington,205.0,63.1,0.0,Unknown,Damaged,2834.0
10104.0,2024-10-25 23:17:00,London,Hammersmith,188.0,52.8,0.0,Unknown,Damaged,1984.0
12916.0,2024-12-01 14:51:00,London,Greenwich,191.0,43.6,1.0,Unknown,Dry,4580.0
13640.0,2024-08-12 20:56:00,London,Hackney,186.0,30.5,2.0,Unknown,Damaged,2834.0
9743.0,2024-05-27 22:51:00,London,Southwark,210.0,32.0,0.0,Unknown,Snowy,8526.0
11950.0,2024-04-06 21:54:00,London,Kensington,194.0,56.2,1.0,Low,Damaged,8860.0
9438.0,2024-08-29 17:03:00,London,Hackney,181.0,47.6,0.0,Low,Wet,1651.0
11601.0,2024-06-30 03:44:00,London,Chelsea,196.0,67.5,0.0,Unknown,Damaged,4033.0
10193.0,2024-12-15 16:40:00,London,Chelsea,209.0,31.0,0.0,Low,Damaged,1126.0
9684.0,2024-11-19 22:42:00,London,Hackney,193.0,53.0,0.0,Unknown,Damaged,9345.0
9417.0,2024-06-16 17:29:00,London,Kensington,228.0,47.8,0.0,Unknown,Dry,3610.0
11630.0,2024-02-14 14:00:00,London,Camden,229.0,43.1,0.0,Unknown,Damaged,2719.0
12266.0,2024-03-18 20:27:00,London,Islington,176.0,41.5,0.0,Unknown,Dry,7775.0
9832.0,2024-11-27 08:00:00,London,Camden,194.0,37.6,1.0,Unknown,Wet,5609.0
11689.0,2024-05-04 19:58:00,London,Camden,200.0,63.8,0.0,Unknown,Damaged,3044.0
11788.0,2024-06-24 13:30:00,London,Camden,205.0,43.8,0.0,Unknown,Damaged,5034.0
13772.0,2024-01-18 02:46:00,London,Kensington,185.0,16.2,0.0,Unknown,Dry,1844.0
10091.0,2024-10-25 20:07:00,London,Southwark,200.0,31.3,1.0,Low,Damaged,8906.0
11656.0,2024-10-19 09:09:00,London,Islington,200.0,44.8,1.0,Unknown,Damaged,3736.0
13045.0,2024-03-27 01:28:00,London,Southwark,196.0,35.9,0.0,Unknown,Snowy,1828.0
