weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5001,2024-08-22 01:18:00,London,Summer,30.85400317817755,32.0,10.222011760225742,24.63778863314935,6493.0,Storm,989.0951392736146
5002,2024-03-10 10:42:00,London,Spring,18.83733321615281,79.0,3.7227624882307744,26.492534590772166,2290.0,Clear,994.7398666608226
5003,2024-07-24 20:58:00,London,Summer,22.957886980970446,88.0,7.99018014547515,47.00322069079611,1554.0,Fog,1007.79909521594
5004,2024-06-29 19:27:00,London,Summer,24.148091095662927,56.0,5.247339925089043,39.76565865500321,7552.0,Clear,1037.457814523032
5005,2024-03-02 17:14:00,London,Spring,6.994061727050507,68.0,2.668156018432989,22.584083068157355,7209.0,Clear,1013.926155223132
5006,2024-09-01 09:00:00,London,Autumn,28.549592780026806,67.0,20.668830628974938,50.88789594797191,3612.0,Fog,1034.2906701417528
5007,2024-05-31 10:47:00,London,Spring,15.233460262107952,72.0,1.8883584511972675,9.497393337209498,6235.0,Rain,1005.1298391731552
5009,2024-05-15 01:06:00,London,Spring,2.9109166518848117,33.0,2.592540568712872,14.597661136974354,5111.0,Fog,1028.1921256512032
5010,2024-06-05 18:52:00,London,Summer,19.234550915429335,39.0,0.9546010309093468,22.20400865383101,3544.0,Storm,1011.1106036775448
5011,2024-02-07 00:29:00,London,Winter,3.389692418971622,44.0,3.0340831867319378,23.17914758527,7882.0,Snow,1030.9693027681
5012,2024-12-29 17:43:00,London,Winter,-1.3466524827334956,91.0,22.274313194540397,13.495207295977412,2054.0,Clear,1045.6999547056157
5013,2024-08-03 07:13:00,London,,22.631570997416,40.0,0.7452943765871403,28.08463449285833,1064.0,Snow,1021.9233331003888
5014,2024-01-12 18:36:00,London,Winter,-0.4606060017428355,36.0,3.3940811498664862,8.36543653563878,6237.0,Rain,1009.163342244954
5016,2024-12-30 08:05:00,London,Winter,7.942892022103048,39.0,1.6087968832298674,21.38453138794737,6168.0,Clear,996.0978188159332
5017,2024-05-18 20:44:00,,Spring,4.674938100173867,64.0,9.820000028813467,16.849058971859844,5645.0,Rain,1001.2656546262856
5018,2024-01-18 09:38:00,London,Winter,4.882239245628809,46.0,14.641259903975898,3.350215444892712,5417.0,Rain,1027.3285344560063
5019,2024-01-04 21:37:00,London,Winter,10.376717009784487,88.0,3.591362404197209,3.531254461586657,4756.0,Clear,1039.8954684865705
5020,2024-10-28 07:35:00,London,Autumn,10.763390521706244,85.0,0.216378401774681,28.20080432707481,7884.0,Storm,1000.7551115481746
5021,2024-03-26 13:31:00,London,Spring,12.37007909908783,82.0,7.770435849212248,18.83249606324964,8674.0,Storm,1017.964877834374
5022,2024-10-27 23:46:00,London,Autumn,9.183704217287415,32.0,12.79883980096603,14.089306864538402,9313.0,Clear,1020.0323336547232
5025,2024-05-02 20:57:00,London,Spring,17.569474148065947,81.0,2.4141738524393808,20.211947669394867,8557.0,Clear,1022.3516004631434
5026,2024-11-18 16:05:00,London,Autumn,9.739555557034697,31.0,1.201173516955376,40.7728577636425,831.0,Rain,1022.290908632715
5027,2024-08-22 23:12:00,London,Summer,21.531819056304144,36.0,4.260128266685058,9.636659988862403,510.0,Clear,1008.180363205742
5028,2024-10-09 20:18:00,London,Autumn,11.971860731783762,86.0,5.359933335653674,29.239292635201004,6985.0,Storm,1005.0537464995982
5032,2024-12-05 11:35:00,London,Winter,8.362868506013656,47.0,4.447765470421257,28.75599000267059,1319.0,Clear,1025.7083730168472
5033,2024-01-06 20:49:00,London,Winter,2.099733793149785,34.0,2.0198852791504813,33.34916941777565,5958.0,Snow,992.2667138436078
5034,2024-01-17 22:36:00,London,Winter,-1.9855909255649564,35.0,0.747856810128313,6.842724989001451,3564.0,Rain,1031.8737211728755
5035,2024-06-05 22:14:00,London,Summer,21.59541331168656,66.0,12.510963575294646,3.583704846479957,7584.0,Rain,1015.2924710830988
5037,2024-06-21 13:40:00,London,Summer,25.401080527252248,37.0,13.853476305081712,8.812211206755357,50.0,Rain,1019.5406077569052
5038,2024-10-05 17:25:00,London,Autumn,19.87219046585409,47.0,7.3194167358466755,30.34884257233001,4118.0,Clear,1005.945308008038
5040,2024-11-04 06:37:00,London,Autumn,9.323482696590238,83.0,5.1023924530752645,4.221719949752905,9325.0,Clear,1006.4174068102548
5041,2024-01-04 03:43:00,London,Winter,-1.8356890323012287,90.0,1.996734563901504,10.358269132882826,50.0,Clear,994.7307768091316
5042,2024-08-02 17:31:00,London,Summer,18.502523899161783,47.0,1.9196573707124,59.68921355775634,4998.0,Clear,1018.059124401522
5044,2024-08-16 13:38:00,London,Summer,23.201029219731115,57.0,25.3364436326431,61.39856794842479,3693.0,Clear,1022.8457862480976
5045,2024-08-28 08:21:00,London,Summer,15.477652497475734,64.0,6.682694521907376,13.593843693332897,5111.0,Fog,1015.351079292349
5046,2024-01-28 14:41:00,London,Winter,19.745472126543625,91.0,3.507085710833678,26.486164291992075,4025.0,Clear,1014.0172078268693
5047,2024-06-21 13:56:00,London,Summer,60.0,44.0,7.426495039647881,9.776935650982404,50.0,Snow,992.2002154153284
5048,2024-09-01 07:58:00,,Autumn,15.73559557587605,68.0,8.028194612144826,26.50860248678397,101.0,Fog,1011.6221835235845
5050,2024-02-10 12:57:00,London,Winter,0.7682167250456322,39.0,0.1129094652208777,15.431307982866215,3724.0,Rain,1035.4413975940624
5051,2024-12-25 20:08:00,London,Winter,-9.955679854503616,78.0,2.352137601258862,22.02518068158424,3060.0,Rain,1008.7760742281934
5052,2024-02-12 17:54:00,London,Winter,2.942534277189099,30.0,3.939495667698499,10.749136961390109,8904.0,Clear,1024.5021177817423
5053,2024-07-01 20:09:00,London,Summer,15.236648570782329,94.0,0.6205925395371619,12.503136121921932,50.0,Storm,1022.6081686097413
5054,2024-04-06 02:11:00,London,Spring,8.650189476323817,66.0,3.521244067699112,35.84248564664849,944.0,Clear,1017.388077951782
5055,2024-03-28 18:04:00,London,Spring,16.664444116587067,30.0,0.7981117552875914,34.93496903034335,3692.0,Clear,1016.6162237912054
5056,2024-09-16 08:08:00,London,Autumn,14.137299673020648,35.0,4.425411723809488,13.453665445432264,5152.0,Clear,1004.3928385021594
5057,2024-01-31 05:50:00,London,Winter,9.796354130426035,52.0,0.3434088123840814,21.40252980014003,3969.0,Clear,990.5464068686812
5058,2024-11-11 21:22:00,London,Autumn,8.272465600286344,81.0,3.2270530180206904,5.697327191755306,321.0,Storm,1011.9370774842204
5059,2024-11-02 18:40:00,London,Autumn,12.6211785673227,92.0,1.747101279672676,24.542511223273817,2831.0,Clear,1012.4975262304152
5060,2024-01-23 12:28:00,London,Winter,1.8721864924523528,57.0,14.380871564374392,9.771708073661197,1176.0,Rain,1008.0922721449072
5062,2024-03-29 08:25:00,London,Spring,10.227591539165823,74.0,11.1089123617926,13.684668454140576,5111.0,Clear,1020.0464556924868
5063,2024-08-26 03:17:00,London,Summer,25.29272136336415,83.0,2.3894545482460523,7.992396973068448,7891.0,Rain,985.4749104498652
5064,2024-12-03 05:44:00,London,Winter,7.860031391502364,83.0,2.758502383114787,11.912475905869291,5266.0,Rain,984.0186113782952
5068,2024-06-13 00:40:00,London,Summer,21.339317055492263,73.0,7.93831566676051,19.11884975452909,7434.0,Storm,1017.9751150833788
5069,2024-05-30 19:52:00,London,Spring,11.690862428852125,32.0,1.3483229703211554,35.17058383374609,3868.0,Clear,1027.6582912725166
5071,2024-10-08 04:59:00,London,Autumn,7.661897853087028,54.0,1.855123790211698,11.547890699083377,5833.0,Clear,1021.1252197159088
5072,2024-05-25 23:53:00,,Spring,24.53723233016864,47.0,2.6836929955795568,15.471394596144892,4807.0,Rain,1003.3651298237464
5073,2024-03-11 13:12:00,London,Spring,23.12455539800513,32.0,2.763552205963596,4.420052070839299,50.0,Snow,992.627667606118
5074,2024-07-17 11:08:00,London,Summer,19.64437674091061,59.0,0.2307012440272984,21.204772487465757,3445.0,Rain,999.9486990929944
5075,2024-10-30 10:51:00,London,Autumn,10.336495801690443,77.0,7.39590246073857,47.935457396858176,2535.0,Fog,1001.8960519916204
5076,2024-01-30 03:36:00,London,Winter,0.7618303569045759,92.0,6.484774000629682,9.2934913207546,821.0,Clear,998.5009240763488
5077,2024-07-16 09:38:00,London,Summer,60.0,40.0,0.8483018314746648,15.41376428042086,6525.0,Clear,1007.1342855273602
5078,2024-07-21 10:53:00,London,Summer,22.626122513239537,87.0,0.0200485203215898,4.151013682735806,4241.0,Storm,993.7854028429604
5080,2024-03-28 19:20:00,London,Spring,4.812201424696431,87.0,0.5349006445291471,21.653267346804064,1442.0,Rain,1008.7277330509828
5081,2024-06-16 18:46:00,London,Summer,18.345349800290403,82.0,2.14290752550446,11.913357120160716,1924.0,Clear,1020.8335313657858
5084,2024-10-03 05:37:00,London,Autumn,-25.0,62.0,10.044805363019956,11.706513469082406,3380.0,Rain,1023.8946367730816
5086,2024-02-27 11:30:00,London,Winter,7.790697572592531,71.0,1.5285716627492116,52.20775244729253,4843.0,Clear,1009.6844163040852
5087,2024-02-07 07:24:00,London,Winter,-4.746858776612116,81.0,1.7563794384007057,24.29820997052326,5111.0,Storm,1001.9380518776156
5088,2024-06-21 13:30:00,London,Summer,31.725975371384664,94.0,3.672024203555067,7.055522130669588,6633.0,Clear,1039.2976839114058
5089,2024-06-18 03:02:00,London,Summer,25.481937237283574,36.0,2.7366746869368037,1.704317991271619,9712.0,Fog,1025.2043522593378
5090,2024-09-20 19:42:00,London,Autumn,9.828570761552983,49.0,1.339795967232884,2.677764669269925,4213.0,Fog,1024.5161820084322
5091,2024-07-30 10:45:00,London,Summer,24.28376609576892,43.0,7.678949512741524,30.22188283645481,6073.0,Clear,1014.3079036271212
5092,2024-04-11 02:37:00,London,Spring,15.529903238907458,35.0,3.697978376256843,10.047501399478872,966.0,Storm,1003.1555010631188
5093,2024-06-18 03:00:00,London,Summer,20.56602882130865,79.0,6.284411874865596,17.870562534190086,7120.0,Storm,1010.5248879312716
5094,2024-12-08 16:14:00,London,Winter,2.269791005916394,85.0,1.151544301039319,24.74055136750788,4085.0,Fog,997.9675185866012
5096,2024-07-06 19:17:00,London,Summer,60.0,38.0,0.8260477402100058,44.4118330062452,6504.0,Rain,1008.1787147827
5097,2024-07-27 08:07:00,London,Summer,21.02304824411488,68.0,6.808160201351493,16.061146436824927,7807.0,Rain,1019.4059107565748
5098,2024-02-20 04:41:00,London,Winter,0.0502110372399302,63.0,4.693362351432867,24.99746175582182,5848.0,Fog,1002.3534687205218
5100,2024-01-17 06:06:00,London,Winter,1.749880327965509,94.0,15.079880256433244,10.436173292342508,4984.0,Clear,1017.5928705241164
5101,2024-03-09 00:04:00,London,Spring,15.4387668794472,43.0,3.5155343257665344,4.006522609188899,7628.0,Snow,1021.280764876348
5102,2024-08-02 14:21:00,London,Summer,24.067174516118502,86.0,0.4866519684974043,46.41821326503046,1913.0,Clear,1012.090894851058
5104,2024-11-27 04:58:00,London,Autumn,15.489991456227248,53.0,1.405245012620028,13.229405524641225,1852.0,Clear,1004.3843909403342
5105,2024-10-01 03:29:00,London,Autumn,8.68004615160092,70.0,1.4823540351110251,6.20766148198959,4000.0,Clear,1023.6647587732508
5106,2024-08-01 13:09:00,London,Summer,15.526592621395473,38.0,6.282835419060903,33.934471857439306,8179.0,Clear,1011.1008693443268
