weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5001,2024-08-22 01:18,London,Summer,30.85400317817755,32.0,10.222011760225742,24.63778863314935,6493,Storm,989.0951392736146
5002,2024-03-10 10:42,London,Spring,18.837333216152814,79.0,3.7227624882307744,26.492534590772166,2290,Clear,994.7398666608226
5003,2024-07-24 20:58,London,Summer,22.957886980970446,88.0,7.99018014547515,47.00322069079611,1554,Fog,1007.7990952159399
5004,2024-06-29 19:27,London,Summer,24.148091095662927,56.0,5.247339925089043,39.76565865500321,7552,,1037.457814523032
5005,2024-03-02 17:14,London,Spring,6.994061727050507,68.0,2.668156018432989,22.584083068157355,7209,Clear,1013.926155223132
5006,2024-09-01 09:00,London,Autumn,28.549592780026806,67.0,20.668830628974938,50.88789594797191,3612,Fog,1034.2906701417528
5007,2024-05-31 10:47,London,Spring,15.233460262107952,72.0,1.8883584511972673,9.497393337209498,6235,Rain,1005.1298391731553
5008,2099-13-40 25:61,London,Winter,11.551543730598041,76.0,0.7895325270154001,13.36730922945427,3171,Clear,1017.4480057745328
5009,2024-05-15 01:06,London,Spring,2.9109166518848113,33.0,2.592540568712872,14.597661136974354,,Fog,1028.1921256512032
5010,2024-06-05 18:52,London,Summer,19.234550915429338,39.0,0.9546010309093467,22.204008653831014,3544,Storm,1011.1106036775448
5011,2024-02-07 00:29,London,Winter,3.389692418971622,44.0,3.0340831867319378,23.179147585269998,7882,Snow,1030.9693027681
5012,2024-12-29 17:43,London,Winter,-1.3466524827334956,91.0,22.274313194540394,13.495207295977412,2054,Clear,1045.6999547056155
5013,2024-08-03 07:13,London,,22.631570997416002,40.0,0.7452943765871403,28.084634492858335,1064,Snow,1021.9233331003887
5014,2024-01-12 18:36,London,Winter,-0.4606060017428355,36.0,3.3940811498664862,8.36543653563878,6237,Rain,1009.163342244954
5015,2024-09-10 11:33,London,Autumn,9.053307471401627,34.0,0.0736601420442302,10.232068069757448,50000,Fog,1016.6345556312613
5016,2024-12-30 08:05,London,Winter,7.942892022103048,39.0,1.6087968832298674,21.38453138794737,6168,Clear,996.0978188159331
5017,2024-05-18 20:44,,Spring,4.674938100173867,64.0,9.820000028813467,16.849058971859844,5645,Rain,1001.2656546262856
5018,2024-01-18 09:38,London,Winter,4.882239245628809,46.0,14.641259903975898,3.350215444892712,5417,Rain,1027.3285344560063
5019,2024-01-04 21:37,London,Winter,10.376717009784489,88.0,3.591362404197209,3.5312544615866575,4756,Clear,1039.8954684865703
5020,2024-10-28 07:35,London,Autumn,10.763390521706244,85.0,0.21637840177468104,28.20080432707481,7884,Storm,1000.7551115481746
5021,2024-03-26 13:31,London,Spring,12.37007909908783,82.0,7.770435849212248,18.832496063249636,8674,Storm,1017.9648778343741
5022,2024-10-27 23:46,London,Autumn,9.183704217287415,32.0,12.79883980096603,14.089306864538402,9313,Clear,1020.0323336547231
5023,13/10/2024 13:29,London,Autumn,15.095095046830226,53.0,16.682210022932274,16.13038541136624,5501,Snow,1008.5134691985221
5024,2024-07-14 20:41,London,Summer,15.171912979049253,,16.323486873904432,9.457004525844587,8098,Snow,
5025,2024-05-02 20:57,London,Spring,17.569474148065947,81.0,2.4141738524393808,20.211947669394867,8557,Clear,1022.3516004631434
5026,2024-11-18 16:05,London,Autumn,9.739555557034697,31.0,1.2011735169553759,40.7728577636425,831,Rain,1022.290908632715
5027,2024-08-22 23:12,London,Summer,21.531819056304144,36.0,4.260128266685058,9.636659988862403,510,Clear,1008.180363205742
5028,2024-10-09 20:18,London,Autumn,11.971860731783762,86.0,5.359933335653674,29.239292635201004,6985,Storm,1005.0537464995982
5029,11/01/2024 00:59,London,Winter,10.50661478867881,44.0,15.555144433534116,24.140740596950508,5992,Storm,1008.2439414520734
5030,,London,Spring,12.901810568771266,86.0,6.632978798438323,28.749327317832055,2741,Rain,1025.6838242889157
5031,2024-12-02 17:11,London,Winter,9.040288991405726,93.0,9.704540510936498,6.202534431459643,4615,Snow,
5032,2024-12-05 11:35,London,Winter,8.362868506013656,47.0,4.447765470421257,28.75599000267059,1319,Clear,1025.7083730168472
5033,2024-01-06 20:49,London,Winter,2.099733793149785,34.0,2.0198852791504813,33.34916941777565,5958,Snow,992.2667138436078
5034,2024-01-17 22:36,London,Winter,-1.9855909255649564,35.0,0.747856810128313,6.842724989001451,3564,Rain,1031.8737211728755
5035,2024-06-05 22:14,London,Summer,21.59541331168656,66.0,12.510963575294646,3.5837048464799572,7584,Rain,1015.2924710830987
5036,2024-08-22 18:47,London,Summer,,90.0,0.2889425240106065,43.52621168185824,3658,Clear,1006.0361512652256
5037,2024-06-21 13:40,London,Summer,25.401080527252248,37.0,13.853476305081712,8.812211206755357,50,Rain,1019.5406077569052
5038,2024-10-05 17:25,London,Autumn,19.872190465854086,47.0,7.3194167358466755,30.348842572330014,4118,Clear,1005.945308008038
5039,,London,Winter,7.575176336043299,54.0,7.193347956873096,9.993785606136251,2153,Clear,1003.5917215359052
5040,2024-11-04 06:37,London,Autumn,9.323482696590238,83.0,5.1023924530752645,4.221719949752905,9325,Clear,1006.4174068102548
5041,2024-01-04 03:43,London,Winter,-1.8356890323012287,90.0,1.9967345639015037,10.358269132882826,50,Clear,994.7307768091316
5042,2024-08-02 17:31,London,Summer,18.502523899161783,47.0,1.9196573707123996,59.68921355775634,4998,,1018.059124401522
5043,,,Autumn,16.787538550236526,,11.487981969301513,14.669970399862464,5496,Storm,1005.579346562993
5044,2024-08-16 13:38,London,Summer,23.201029219731115,57.0,25.3364436326431,61.39856794842479,3693,Clear,1022.8457862480976
5045,2024-08-28 08:21,London,Summer,15.477652497475734,64.0,6.682694521907376,13.593843693332895,,Fog,1015.351079292349
5046,2024-01-28 14:41,London,Winter,19.745472126543625,91.0,,26.486164291992075,4025,Clear,1014.0172078268691
5047,2024-06-21 13:56,London,Summer,60.0,44.0,7.426495039647881,9.776935650982404,50,Snow,992.2002154153283
5048,2024-09-01 07:58,,Autumn,15.73559557587605,68.0,8.028194612144826,26.50860248678397,101,Fog,1011.6221835235843
5049,2024-02-14T09:52Z,London,Winter,6.615396365580145,68.0,1.137976328645894,25.983296433891812,4660,Rain,1001.2884846679865
5050,2024-02-10 12:57,London,Winter,0.7682167250456322,39.0,0.11290946522087777,15.431307982866215,3724,Rain,1035.4413975940624
5051,2024-12-25 20:08,London,Winter,-9.955679854503616,78.0,2.352137601258862,22.025180681584242,3060,Rain,1008.7760742281934
5052,2024-02-12 17:54,London,Winter,2.942534277189099,30.0,3.939495667698499,10.749136961390107,8904,Clear,1024.5021177817425
5053,2024-07-01 20:09,London,Summer,15.236648570782329,94.0,0.6205925395371619,12.503136121921933,50,Storm,1022.6081686097411
5054,2024-04-06 02:11,London,Spring,8.650189476323817,66.0,3.521244067699112,35.84248564664849,944,Clear,1017.3880779517821
5055,2024-03-28 18:04,London,Spring,16.664444116587067,30.0,0.7981117552875914,34.93496903034335,3692,Clear,1016.6162237912054
5056,2024-09-16 08:08,London,Autumn,14.137299673020648,35.0,4.425411723809488,13.453665445432264,5152,Clear,1004.3928385021594
5057,2024-01-31 05:50,London,Winter,9.796354130426035,52.0,0.34340881238408144,21.40252980014003,3969,Clear,990.5464068686813
5058,2024-11-11 21:22,London,Autumn,8.272465600286344,81.0,3.2270530180206904,5.697327191755306,321,Storm,1011.9370774842205
5059,2024-11-02 18:40,London,Autumn,12.621178567322701,92.0,1.7471012796726761,24.542511223273817,2831,Clear,1012.4975262304152
5060,2024-01-23 12:28,London,Winter,1.8721864924523528,57.0,14.380871564374392,9.771708073661197,1176,Rain,1008.0922721449072
5061,2024-12-18 19:30,London,Winter,7.008558610494707,,6.1526997484084625,20.06798364679142,6249,,1017.6292891683128
5062,2024-03-29 08:25,London,Spring,10.227591539165823,74.0,11.1089123617926,13.684668454140576,,Clear,1020.0464556924867
5063,2024-08-26 03:17,London,Summer,25.29272136336415,83.0,2.3894545482460523,7.992396973068448,7891,Rain,985.4749104498653
5064,2024-12-03 05:44,London,Winter,7.860031391502364,83.0,2.758502383114787,11.912475905869291,5266,Rain,984.0186113782951
